,0
turntable,0
turnup,0
turtle,1
tuscany,8
tushar,1
tushy,0
tustin,0
tutor,0
tutorial,0
tutorials,1
tutoring,1
tux,1
tuxedo,0
tv,14
tvs,0
tw,0
twain,1
twat,0
twats,1
tweet,1
twenty,2
twice,1
twickenham,0
twilight,2
twin,1
twinkle,0
twinkling,1
twins,0
twirl,1
twist,0
twisted,0
twists,1
twitch,1
twitter,2
twoface,1
tx,4
ty,0
tyagi,0
tying,1
tyler,0
tyne,1
type,17
types,0
typesetting,0
typewriter,0
typical,1
typically,0
tyranny,0
tyrants,1
tyree,0
tyrone,0
tyson,0
tz,0
u,52
uae,22
uav,1
ub,0
uber,0
ubisoft,1
uc,1
uddin,1
udo,0
udon,1
ufc,3
ufo,1
uganda,31
ugh,2
ughh,2
ughhhh,1
ugliest,0
ugly,1
uh,2
uhhhh,2
uhm,0
ui,0
uk,53
ukraine,0
ukrainian,0
ukulele,0
ulrike,0
ultimate,2
ultra,0
ultrasound,1
ultraviolet,0
um,0
umbrella,0
umbro,0
umm,0
ummm,1
un,10
una,2
unabashedly,1
unable,3
unaffected,0
unanimously,0
unanswered,0
unapologetic,0
unbeatable,0
unbelievable,7
uncanny,1
uncared,0
uncelebrated,1
uncensored,0
uncertain,3
uncertainty,4
unchanged,1
uncharacteristic,0
uncharted,0
uncivilized,1
uncle,2
uncles,0
uncomfortable,0
uncommon,0
unconditional,0
unconfortable,0
unconquered,0
uncontrollable,1
uncool,1
uncover,0
und,0
undefeatable,0
undefeated,0
undeniable,1
undeniably,0
undercover,0
underestimate,1
underestimated,1
underestimating,5
underfunded,1
undergo,0
undergone,0
underground,2
undergrounds,1
underlying,2
underprivileged,0
underserved,0
understand,12
understandable,1
understanding,4
understands,0
understatement,0
understood,1
undertake,0
undertaken,1
undertaker,2
undertone,0
underutilized,0
underwater,1
underway,0
underwear,0
underwent,0
underworld,0
undisclosed,2
undisputed,1
undone,0
undoubtedly,0
undressing,1
unearths,1
uneasy,0
unedited,2
uneducated,1
unelected,0
unemployed,0
unemployment,3
unending,1
unesco,1
unexpected,1
unexpectedly,1
unfair,0
unfathomable,1
unfiltered,1
unfinished,0
unflattering,0
unflinchingly,0
unforeseeable,1
unforeseen,1
unforgettable,1
unfortunate,6
unfortunately,10
unfriendly,1
unhappy,0
unhealthy,0
unheard,0
unholy,1
uni,1
unicorn,0
unicorns,0
unicycle,0
uniform,3
uniformity,1
unimaginable,1
uninjured,0
unintended,0
uninterrupted,0
uninvited,0
union,4
unique,1
uniqueness,0
unisex,0
unit,3
unite,1
united,90
uniting,0
units,3
unity,8
universal,3
universe,5
university,20
unjustly,0
unknowingly,0
unknown,1
unlearn,1
unlikely,0
unlimited,2
unload,3
unloading,2
unlock,2
unlocks,2
unnecessarily,0
unnecessary,2
uno,5
unorthodox,0
unpacking,0
unplanned,1
unplug,1
unplugged,0
unpopular,0
unprecedented,4
unpredictable,1
unprepared,0
unprofessional,1
unprofessionally,1
unpromising,0
unpublished,0
unravels,0
unreachable,0
unread,1
unreal,1
unreleased,0
unrelenting,0
unreliable,64
unrest,0
unsafe,0
unsanctioned,1
unsanitary,0
unscathed,0
unscientific,0
unseen,1
unserious,0
unsocial,0
unstopable,0
unstoppable,2
unsung,0
unsure,1
unsurprisingly,0
unsuspecting,1
untill,0
untouched,0
untrained,0
unturned,0
unused,1
unusual,1
unusually,1
unveil,0
unveiled,1
unwanted,1
unwell,0
unwind,0
unwinding,0
unwitting,1
unwittingly,0
upcoming,6
update,63
updated,12
updates,18
updating,3
upended,0
upgrade,3
upgrading,0
upholstery,0
uplift,0
uplifted,0
uplifting,0
upload,0
uploaded,0
upper,4
upping,2
ups,12
upset,1
upside,1
upsides,0
upstairs,1
upstate,0
upswing,1
upto,4
uptown,0
ur,8
uranus,0
urban,4
urdu,0
urethane,0
urge,4
urged,1
urgent,3
urgently,1
urges,3
urging,0
urine,0
uruguay,4
usa,23
usable,0
usaf,1
usc,0
use,48
useful,5
useless,0
uselessly,1
user,1
users,3
uses,3
usher,0
using,37
usmc,0
usp,0
ussr,0
usual,7
ut,3
utah,4
utilise,2
utilised,0
utilising,0
utility,1
utilize,2
utmost,1
utopia,0
uttar,6
utter,0
utterly,0
uv,2
uw,0
uwe,0
uzi,0
v,13
va,5
vacant,1
vacation,9
vacations,0
vaccinated,1
vaccination,5
vaccine,36
vaccines,6
vacuum,1
vacuuming,0
vadas,0
vadivelu,1
vaginal,1
vai,0
vail,0
vain,1
val,1
vale,1
valencia,0
valentine,1
valentines,0
valerie,0
valid,1
validity,0
vallejo,0
valley,11
valuable,1
valuation,0
value,5
valued,1
values,1
valve,1
vampire,1
vamps,0
van,3
vancouver,8
vanderbilt,0
vanessa,0
vangard,0
vanilla,2
vanish,1
vanity,1
vann,1
vans,0
vapor,0
variation,0
variations,0
varied,0
varies,0
varieties,0
variety,0
various,6
vary,1
vase,1
vaseline,0
vasquez,0
vast,2
vatican,1
vaughan,0
vaughn,0
vault,0
vaulted,0
vauxhall,0
vc,0
vector,3
veda,0
vee,1
veg,1
vega,0
vegan,8
vegas,6
vegetable,0
vegetables,3
vegetarian,1
veggie,2
veggies,4
vehicle,1
vehicles,2
vehicular,0
vein,1
veins,1
vel,1
velvet,0
vendors,1
venetian,0
venezia,0
venezuela,0
vengeance,1
venice,5
venom,0
vent,1
ventilator,2
venting,0
ventura,1
venture,0
ventured,1
ventures,0
venue,1
venues,0
venus,1
ver,0
vera,1
veranda,0
verbal,0
verde,0
verdict,1
verify,2
verizon,0
verma,0
vermont,0
vernacular,0
vernon,1
verry,0
versa,1
versailles,0
verse,0
verses,1
version,7
versions,0
vert,0
vespa,1
vessel,0
vessels,2
vet,0
veteran,1
veterans,3
veterinary,0
vets,1
vey,0
vfx,0
vhs,0
vi,0
vibe,9
vibes,11
vibrant,1
vibration,1
vibrations,1
vic,1
vicinity,1
vicious,2
vicki,0
vicky,0
victim,3
victims,4
victor,1
victoria,12
victorious,0
victors,1
victory,3
vid,5
vida,0
video,68
videoclip,0
videogames,0
videographer,3
videographers,1
videography,3
videos,13
vids,0
vie,2
viejo,0
vienna,1
vietnam,3
vietnamese,1
vieux,0
view,44
viewer,1
viewers,0
viewing,2
viewpoint,1
views,9
vigil,0
vigilance,0
vigilant,0
viii,0
vijay,0
viking,0
viktor,0
vile,0
vill,0
villa,6
village,9
villager,0
villagers,1
villages,0
villain,0
villas,0
ville,2
villian,0
vince,1
vinegar,3
vineyard,0
vineyards,0
vinnie,0
vinnies,1
vintage,9
vinyl,0
violated,1
violation,1
violations,2
violators,1
violence,5
violent,2
violet,1
violin,0
violinist,0
vip,0
viper,0
vir,5
viral,91
viras,1
virgin,0
virginia,12
virologist,1
virology,1
virtual,31
virtually,6
virtues,1
virual,0
virulent,3
virus,821
viruses,9
visa,0
vise,1
vishal,1
vishnu,0
visible,0
visibly,3
vision,5
visionaries,0
visit,20
visitations,0
visited,2
visiting,2
visitors,31
visits,0
visor,2
vista,0
visual,1
visualisation,0
visualization,2
visualizing,0
visuals,1
vita,0
vital,4
vitality,0
vitally,0
vitamin,5
vitamins,0
vito,0
vitus,1
viva,0
vivi,0
vivian,0
vivid,0
vixen,0
vlog,1
vocal,0
vocalist,0
vocals,0
vodka,2
vogue,1
voice,10
voiced,0
voiceover,1
voices,2
voila,1
vol,0
volcano,0
volkswagen,1
volleyball,3
voltage,0
volume,1
volumes,1
voluntarily,1
voluntary,2
volunteer,4
volunteering,1
volunteers,2
vom,2
vomit,1
von,2
voodoo,1
voorhees,1
vos,0
vote,2
voted,0
voters,1
votes,0
voting,3
voucher,4
vous,0
vow,0
vows,3
voyage,0
vp,1
vr,2
vroom,1
vs,9
vt,0
vu,0
vulnerable,6
vv,0
vw,1
w,21
wa,0
waaaay,1
waaay,0
waddle,2
waffle,2
waffles,0
wag,3
wage,1
wages,1
waging,0
wagon,1
wah,1
wahala,1
wahoo,1
wail,2
waist,0
waistline,0
wait,34
waited,2
waiters,1
waiting,22
waitress,0
waits,1
waiver,1
wake,14
wakeup,0
waking,0
wal,0
waldorf,1
wale,0
waleed,0
wales,9
walgreens,0
wali,0
walk,55
walkabout,1
walked,2
walker,1
walkers,0
walking,9
walkman,1
walkout,0
walks,3
walkthrough,0
walkway,1
wall,8
wallace,0
wallet,0
wallis,0
wallowing,0
wallpaper,2
walls,3
walmart,6
walnut,19
walnuts,1
walrus,1
walsh,0
walt,0
walter,0
waltz,0
wam,0
wan,3
wana,1
wand,0
wander,2
wanderer,2
wandering,2
wanderlust,12
wannabe,1
want,72
wanted,14
wanton,2
wants,12
war,17
warbling,1
ward,8
warding,1
wardrobe,0
wards,1
warehouse,2
warfare,13
warfield,0
wargames,1
warm,6
warmed,0
warmer,0
warming,0
warmth,1
warn,2
warned,4
warner,0
warning,6
warnings,1
warns,0
warped,0
warranty,1
warren,0
warrier,0
warrington,2
warrior,2
warriors,6
wars,2
warsaw,0
warwick,0
warwickshire,0
warzone,2
wasatch,0
wash,40
washed,1
washes,0
washing,7
washington,31
wasnt,0
wasps,0
waste,7
wasted,2
wasteland,3
wasting,1
wat,2
watch,55
watched,2
watchers,1
watches,0
watching,18
watchword,0
water,41
waterbury,0
watercolor,2
waterfall,1
waterfront,0
watering,1
waterloo,0
watermelon,1
waters,1
waterside,0
waterway,0
watery,2
watford,0
wave,115
waved,1
waverly,1
waves,3
waving,0
wax,0
waxing,0
waxy,1
wayan,2
wayback,0
wayland,0
wayne,1
ways,17
wayside,0
wayyy,0
wb,1
wc,0
wcw,0
wd,2
weak,0
weakened,0
weakening,0
weakest,0
weakness,1
wealth,4
wealthy,0
weapon,0
weapons,1
wear,19
wearing,17
wears,0
weary,0
weather,37
weathers,1
weaving,0
web,10
webcam,1
weber,0
webs,0
website,43
websites,0
wed,1
wedding,10
weddings,4
wedge,1
wednesday,8
wednesdays,1
weds,0
wee,1
weed,4
weeds,2
week,73
weekday,0
weekdays,3
weekend,20
weekends,2
weekly,7
weeks,38
weeping,0
weigh,0
weighs,0
weight,6
weightlifting,1
weights,1
weimar,0
wein,1
weinstein,2
weird,12
weirder,0
weirdest,0
weirdly,0
weirdo,1
welch,0
welcome,19
welcomed,0
welcomes,0
welcoming,1
welfare,2
wellbeing,1
wellington,3
wells,0
welp,1
welsh,0
welt,0
wembley,1
wen,0
wendsday,1
wendy,2
wenn,0
went,27
wentworth,0
wesley,0
west,26
westchester,1
western,4
westland,1
westminster,0
westmoreland,0
westside,1
westworld,1
wet,1
wetsuit,1
wha,1
whacked,1
whale,0
whalen,1
whales,0
wharf,0
whatcha,0
whats,2
wheat,2
wheatfield,0
whee,1
wheel,2
wheelchair,1
wheels,0
wheezing,1
whelming,0
wherein,0
wherever,3
whew,1
whiners,0
whip,2
whipped,0
whippet,1
whisk,1
whiskey,7
whiskies,0
whisky,0
whisper,0
whispered,0
whist,0
whistle,0
whistler,1
whitby,2
white,23
whitehall,0
whitehouse,5
whites,0
whitfield,0
whitney,0
wholeheartedly,0
wholeness,0
wholesale,0
wholesome,0
whoo,0
whoop,0
whoopi,0
whooping,0
whores,0
wht,0
why,47
whyte,0
wi,0
wichita,0
wick,1
wicked,0
wicker,1
wickham,1
wicklow,0
wicks,0
wide,9
widely,0
widen,0
wider,0
widespread,2
widget,1
widow,1
wielding,1
wiener,1
wierd,1
wiese,0
wife,14
wifey,10
wig,0
wight,0
wigs,0
wii,1
wikipedia,1
wil,0
wild,5
wilderness,2
wilding,0
wildlife,4
wiley,0
wilkerson,0
wilkes,1
wilkinson,1
william,2
williams,0
williamsburg,1
willing,7
willingness,0
willis,0
willoughby,1
willow,1
willy,1
wilmington,2
wilshire,0
wilson,3
wiltshire,0
wimbledon,0
win,13
winchester,0
wind,33
winding,0
windmill,0
windmills,0
window,6
windows,1
winds,0
windsor,0
windstorm,1
windy,0
wine,7
winery,0
wines,3
wing,0
wings,4
wining,1
winner,1
winners,1
winning,4
winnipeg,0
wino,0
winona,0
wins,4
winslow,1
winston,0
winter,8
wip,1
wipe,3
wipeout,0
wipes,1
wire,0
wireless,1
wisconsin,2
wisdom,2
wise,5
wisely,1
wiseman,0
wiser,0
wish,15
wished,1
wishes,14
wishing,7
wishy,0
wispy,0
wit,9
witch,1
witchcraft,1
witcher,0
withdrawal,0
withe,0
withers,0
witherspoon,0
withheld,0
withholding,1
witness,2
witnessing,0
wits,1
witty,1
wives,0
wiz,0
wizard,1
wizardry,1
wkrp,0
wks,0
woah,1
woefully,0
woes,0
woh,0
woke,3
woken,2
wolf,0
wolfgang,0
wolfpack,0
wolverine,2
woman,13
womb,0
women,11
womens,1
won,51
wonder,8
wondered,0
wonderful,16
wonderfull,0
wonderfully,0
wondering,7
wonderland,0
wonders,1
wonderwoman,0
wonderworks,0
woo,0
wood,5
wooden,1
woodland,1
woodlands,0
woodley,0
woodpecker,0
woods,1
woodstock,1
woodworking,0
woody,1
woof,0
wool,1
woot,0
word,18
words,6
wordsmith,0
wordsworth,1
wore,4
work,130
workaholic,0
workday,0
worked,9
worker,7
workers,29
workforce,1
workin,1
working,78
workload,0
workout,38
workouts,1
workplace,1
workplaces,0
works,15
workshop,5
workshops,0
workspace,0
workstation,0
world,161
worlders,1
worlds,1
worldwide,8
worn,2
worried,8
worries,2
worry,10
worrying,0
worse,11
worsen,2
worser,0
worship,7
worshiping,1
worshipping,2
worst,12
worth,8
worthing,1
worthington,1
worthless,0
worthy,1
wot,1
woth,0
wouldnt,0
wound,0
woven,1
wow,9
wows,1
wp,0
wrangler,0
wrap,3
wrapped,1
wrapper,1
wrapping,1
wraps,1
wrath,1
wreaks,1
wreath,1
wreck,1
wren,1
wrenches,0
wrenching,0
wrestlemania,1
wrestler,0
wrestling,4
wretch,0
wright,1
wrist,1
write,4
writer,2
writers,1
writes,3
writing,5
writings,0
written,5
wrong,5
wrongs,0
wrote,5
wsj,1
wtc,1
wtf,7
wth,0
wu,0
wuhan,18
ww,1
wwe,1
wwf,1
www,0
wyatt,0
wynn,1
x,445
xavier,1
xbox,3
xd,0
xe,0
xenophobia,0
xi,0
xia,0
xico,0
xii,0
xl,3
xmen,1
xo,1
xoxo,0
xv,0
xx,1
xxl,0
xxx,0
y,54
ya,20
yacht,0
yachting,0
yachts,0
yah,2
yahoo,0
yahweh,0
yak,0
yale,0
yall,2
yam,0
yama,0
yamaha,2
yang,0
yankee,0
yankees,1
yao,0
yap,1
yapping,0
yard,5
yards,1
yarn,1
yas,0
yay,2
yea,2
yeah,6
year,48
yearbook,1
yearn,1
years,40
yeast,1
yeh,2
yelena,0
yell,1
yelled,1
yellin,1
yelling,2
yellow,3
yelp,1
yemen,1
yep,1
yer,0
yes,26
yesterday,32
yey,0
yi,0
yield,1
yielded,0
yields,0
yigal,0
yikes,0
yimou,0
yin,0
ying,0
ymca,1
yo,13
yoda,1
yoga,44
yoghurt,1
yogi,2
yoji,0
yokohama,2
yoo,0
york,100
yorke,1
yorker,1
yorkers,3
yorkshire,3
youe,1
young,39
younger,2
youngest,3
youngson,0
youngsters,2
youngstown,4
youre,0
yous,1
youth,1
youths,1
youtube,48
yow,0
yr,2
yrs,1
yt,0
yu,2
yuba,1
yuk,0
yuka,0
yukon,1
yum,1
yuma,0
yumi,1
yummy,5
yung,0
yup,7
yuzo,0
ywca,1
yyz,0
z,4
za,0
zach,1
zafar,0
zagreb,5
zambia,6
zanzibar,1
zappy,1
zara,1
zaragoza,0
zay,0
zayed,1
zdf,1
ze,0
zealand,5
zealanders,0
zeb,1
zee,0
zeitgeist,1
zelda,0
zen,0
zenith,1
zephyr,0
zero,5
zeroes,0
zeros,1
zesty,0
zeus,2
zhang,0
ziga,1
zim,0
zimbabwe,0
zinc,2
zinda,1
zindagi,0
zine,0
zines,0
zinfandel,0
zippo,1
zit,0
ziti,1
zo,0
zoe,0
zombie,3
zombies,4
zone,9
zones,0
zoning,1
zoo,1
zoology,0
zoom,22
zooming,1
zucchini,2
zulu,0
zurich,2
zz,1
id,5854
text,5854
000_place,5854
att1,5854
confidence(positive),170
confidence(negative),5854
prediction(sentiment),5854
